UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,TWF,HDF,PWF,OSF,RNF,Machine_failure,Failure_mode
309,L47308,L,303.05,312.56,1674,49.9,106.6,0,0,0,0,0,0,No_Failure
310,L47309,L,300.79,309.48,1815,29.63,5.3,0,0,0,0,0,0,No_Failure
311,L47310,L,300.27,308.94,1504,30.13,207.9,1,0,0,0,0,1,TWF
312,L47311,L,296.9,305.01,1812,34.08,26.1,0,0,0,0,0,0,No_Failure
313,L47312,L,299.56,310.04,1530,33.44,84.8,0,0,0,0,0,0,No_Failure
314,L47313,L,303.58,314.18,1752,28.78,142.4,0,0,0,0,0,0,No_Failure
315,L47314,L,300.26,310.86,1536,16.22,176.6,0,0,1,0,0,1,PWF
316,L47315,L,298.87,307.96,1411,53.95,229.5,0,0,0,0,0,0,No_Failure
317,L47316,L,296.48,307.49,1846,48.47,106.7,0,0,1,0,0,1,PWF
318,M47317,M,302.76,313.47,1394,39.32,48.3,0,0,0,0,0,0,No_Failure
319,L47318,L,299.86,309.87,1382,29.81,27.6,0,0,0,0,0,0,No_Failure
320,H47319,H,296.49,306.33,1274,51.84,166.6,0,0,0,0,0,0,No_Failure
321,H47320,H,298.15,307.5,1728,38.85,32.6,0,0,0,0,0,0,No_Failure
322,L47321,L,297.44,307.64,1771,33.74,166.5,0,0,1,0,0,1,PWF
323,L47322,L,299.74,311.35,1567,23.05,115.4,0,0,0,0,0,0,No_Failure
324,M47323,M,300.41,311.55,1323,44.87,105.4,0,0,0,0,0,0,No_Failure
325,H47324,H,298.99,308.74,1499,36.15,66.0,0,0,0,0,0,0,No_Failure
326,M47325,M,301.55,312.09,1446,42.1,228.1,1,0,0,0,0,1,TWF
327,H47326,H,300.16,309.06,1315,41.18,181.2,0,0,0,0,0,0,No_Failure
328,M47327,M,302.12,312.85,1412,45.85,132.7,0,0,0,0,0,0,No_Failure
329,M47328,M,299.29,308.45,1591,41.67,107.2,0,0,0,0,0,0,No_Failure
330,L47329,L,306.09,316.78,1391,36.44,91.2,0,0,0,0,0,0,No_Failure
331,M47330,M,298.87,311.84,1553,45.04,101.0,0,0,0,0,0,0,No_Failure
332,L47331,L,298.19,307.62,1180,49.0,216.0,0,0,0,0,0,0,No_Failure
333,M47332,M,297.95,310.87,1802,54.96,106.6,0,0,1,0,0,1,PWF
334,H47333,H,299.58,310.07,1430,28.29,1.1,0,0,0,0,0,0,No_Failure
335,L47334,L,296.56,305.81,1657,50.62,233.6,0,0,0,0,0,0,No_Failure
336,M47335,M,300.59,309.79,1534,23.62,150.0,0,0,0,0,0,0,No_Failure
337,L47336,L,296.19,308.55,1572,49.64,41.9,0,0,0,0,0,0,No_Failure
338,M47337,M,300.32,310.82,1296,33.59,32.0,0,0,0,0,0,0,No_Failure
339,L47338,L,297.3,306.73,1363,47.92,95.3,0,0,0,0,0,0,No_Failure
340,H47339,H,299.24,309.03,1367,54.43,154.9,0,0,0,0,0,0,No_Failure
341,L47340,L,301.21,311.64,1505,41.79,237.6,0,0,0,0,0,0,No_Failure
342,H47341,H,304.61,314.6,1739,39.53,13.8,0,0,0,0,0,0,No_Failure
343,H47342,H,297.84,308.19,1578,39.02,89.3,0,0,0,0,0,0,No_Failure
344,M47343,M,299.7,311.47,1338,35.29,65.1,0,0,0,0,0,0,No_Failure
345,M47344,M,298.55,307.42,1516,51.24,106.6,0,0,0,0,0,0,No_Failure
346,M47345,M,298.26,308.9,1485,38.92,200.4,0,0,0,0,0,0,No_Failure
347,H47346,H,298.57,308.5,1437,18.25,40.1,0,0,0,0,0,0,No_Failure
348,L47347,L,301.65,311.15,1497,48.84,236.5,0,0,0,0,0,0,No_Failure
349,M47348,M,299.02,310.1,1637,48.32,64.9,0,0,0,0,0,0,No_Failure
350,L47349,L,304.5,313.04,1370,40.43,190.4,0,1,0,0,0,1,HDF
351,M47350,M,300.83,308.47,1438,32.12,161.8,0,0,0,0,0,0,No_Failure
352,L47351,L,297.98,308.2,1677,28.4,138.6,0,0,0,0,0,0,No_Failure
353,M47352,M,299.27,309.13,1584,32.15,213.5,0,0,0,0,0,0,No_Failure
354,M47353,M,298.4,307.04,1730,41.99,153.6,0,0,0,0,0,0,No_Failure
355,L47354,L,301.6,309.89,1758,21.56,198.0,0,0,0,0,0,0,No_Failure
356,M47355,M,296.72,308.65,1255,44.24,149.1,0,0,0,0,0,0,No_Failure
357,M47356,M,297.32,307.78,1552,40.73,182.3,0,0,0,0,0,0,No_Failure
358,M47357,M,298.82,308.84,1409,52.87,12.0,0,0,0,0,0,0,No_Failure
359,L47358,L,301.37,313.56,1284,47.01,163.2,0,0,0,0,0,0,No_Failure
360,M47359,M,302.47,313.49,1358,32.77,224.9,0,0,0,0,0,0,No_Failure
361,H47360,H,302.76,314.53,1446,23.09,164.5,0,0,1,0,0,1,PWF
362,L47361,L,301.06,309.88,1447,31.79,207.0,0,0,0,0,0,0,No_Failure
363,L47362,L,299.83,308.62,1391,53.81,250.7,0,0,0,0,0,0,No_Failure
364,L47363,L,301.59,312.21,1498,42.94,39.5,0,0,0,0,0,0,No_Failure
365,M47364,M,297.71,308.13,1940,45.97,174.3,0,0,1,0,0,1,PWF
366,L47365,L,296.31,307.56,1189,33.71,227.0,0,0,0,0,0,0,No_Failure
367,M47366,M,300.87,309.24,1705,44.85,7.3,0,0,0,0,0,0,No_Failure
368,M47367,M,297.99,308.69,1497,24.8,43.9,0,0,0,0,0,0,No_Failure
369,L47368,L,299.87,310.86,1421,49.35,63.2,0,0,0,0,0,0,No_Failure
370,H47369,H,300.24,311.18,1137,28.45,222.7,0,0,1,0,0,1,PWF
371,M47370,M,300.5,310.09,1637,20.26,247.2,0,0,1,0,0,1,PWF
372,L47371,L,301.88,312.39,1241,62.62,231.1,0,0,0,0,0,0,No_Failure
373,L47372,L,301.66,310.89,1649,41.35,119.9,0,0,0,0,0,0,No_Failure
374,L47373,L,300.39,310.1,1813,41.07,168.9,0,0,0,0,0,0,No_Failure
375,L47374,L,299.12,308.07,1269,21.3,26.3,0,0,1,0,0,1,PWF
376,L47375,L,300.22,309.46,1710,46.23,247.7,0,0,0,0,0,0,No_Failure
377,H47376,H,298.81,308.57,1505,48.86,238.8,0,0,0,0,0,0,No_Failure
378,L47377,L,299.61,309.12,1123,38.01,150.9,0,0,0,0,0,0,No_Failure
379,L47378,L,305.24,314.48,1283,48.9,36.2,0,0,0,0,0,0,No_Failure
380,M47379,M,300.36,309.06,1532,51.71,239.7,0,0,0,0,0,0,No_Failure
381,M47380,M,300.9,312.86,1572,45.26,226.6,0,0,0,0,0,0,No_Failure
382,H47381,H,298.59,308.09,1215,18.34,250.6,1,0,0,0,0,1,TWF
383,M47382,M,302.04,312.37,1506,28.48,128.5,0,0,0,0,0,0,No_Failure
384,L47383,L,301.52,309.76,1648,56.87,88.1,0,0,1,0,0,1,PWF
385,L47384,L,301.53,312.89,1680,40.82,95.4,0,0,0,0,0,0,No_Failure
386,H47385,H,300.43,310.6,1426,40.87,125.8,0,0,0,0,0,0,No_Failure
387,M47386,M,302.07,311.62,1579,31.68,230.8,1,0,0,0,0,1,TWF
388,H47387,H,302.54,312.11,1693,33.63,32.6,0,0,0,0,0,0,No_Failure
389,L47388,L,300.57,311.44,1653,51.93,164.1,0,0,0,0,0,0,No_Failure
390,H47389,H,299.77,306.82,1660,54.98,231.5,0,0,1,0,0,1,PWF
391,M47390,M,301.79,310.96,1520,47.97,69.3,0,0,0,0,0,0,No_Failure
392,L47391,L,298.19,308.07,1483,45.52,132.9,0,0,0,0,0,0,No_Failure
393,M47392,M,298.56,308.43,1549,46.27,201.0,0,0,0,0,0,0,No_Failure
394,M47393,M,299.89,312.4,1363,39.3,130.2,0,0,0,0,0,0,No_Failure
395,L47394,L,296.52,306.18,1700,27.96,133.5,0,0,0,0,0,0,No_Failure
396,L47395,L,301.66,312.65,1225,25.8,194.0,0,0,0,0,0,0,No_Failure
397,H47396,H,298.07,309.89,1409,53.15,41.7,0,0,0,0,0,0,No_Failure
398,L47397,L,299.06,309.73,1493,39.67,180.9,0,0,0,0,0,0,No_Failure
399,L47398,L,299.57,308.9,1585,44.77,231.2,0,0,0,0,0,0,No_Failure
400,L47399,L,300.08,308.79,1618,42.11,25.8,0,0,0,0,0,0,No_Failure
401,L47400,L,299.31,310.06,1768,42.61,15.2,0,0,0,0,0,0,No_Failure
402,H47401,H,299.87,311.51,1514,43.45,22.1,0,0,0,0,0,0,No_Failure
403,M47402,M,299.88,310.43,1371,46.97,186.1,0,0,1,0,0,1,PWF
404,L47403,L,299.11,310.34,1474,32.32,99.0,0,0,0,0,0,0,No_Failure
405,H47404,H,298.45,311.05,1443,51.82,117.5,0,0,0,0,0,0,No_Failure
406,H47405,H,302.16,313.0,1594,32.62,184.3,0,0,0,0,0,0,No_Failure
407,L47406,L,295.79,304.69,1308,42.39,132.3,0,0,0,0,0,0,No_Failure
408,H47407,H,299.59,309.64,1468,28.17,151.8,0,1,0,0,0,1,HDF
409,L47408,L,299.06,310.43,1792,38.33,215.2,0,0,0,0,0,0,No_Failure
410,H47409,H,300.84,310.59,1532,33.4,114.2,0,0,0,0,0,0,No_Failure
411,M47410,M,297.09,308.6,1310,40.24,221.3,0,0,0,0,0,0,No_Failure
412,M47411,M,299.0,308.93,1439,47.35,132.4,0,0,0,0,0,0,No_Failure
413,L47412,L,299.8,310.13,1098,40.76,101.7,0,0,0,0,0,0,No_Failure
414,H47413,H,302.14,311.79,1489,59.61,66.0,0,0,1,0,0,1,PWF
415,L47414,L,300.66,310.82,1797,47.96,184.8,0,0,0,0,0,0,No_Failure
416,L47415,L,297.63,307.85,1286,37.72,157.4,0,0,0,0,0,0,No_Failure
417,L47416,L,299.03,307.42,1238,39.14,204.5,0,1,0,0,0,1,HDF
418,M47417,M,301.77,311.33,1382,43.78,138.3,0,0,0,0,0,0,No_Failure
419,L47418,L,297.6,306.37,1666,47.04,219.3,0,0,0,0,0,0,No_Failure
420,H47419,H,299.84,309.44,1807,27.66,72.7,0,0,0,0,0,0,No_Failure
421,M47420,M,299.98,309.19,1581,46.37,184.8,0,0,0,0,0,0,No_Failure
422,L47421,L,299.23,310.24,1269,27.92,99.5,0,0,0,0,0,0,No_Failure
423,L47422,L,305.39,316.41,1496,45.4,28.8,0,0,0,0,0,0,No_Failure
424,L47423,L,299.17,309.73,1822,51.0,133.7,0,0,0,0,0,0,No_Failure
425,M47424,M,300.9,309.63,1444,43.0,58.5,0,0,0,0,0,0,No_Failure
426,H47425,H,298.47,308.37,1525,16.74,15.6,0,0,1,0,0,1,PWF
427,L47426,L,301.06,309.71,1543,22.18,91.9,0,0,0,0,0,0,No_Failure
428,H47427,H,301.74,311.59,1222,45.63,247.3,0,0,0,0,0,0,No_Failure
429,L47428,L,298.82,309.47,1680,15.46,226.2,0,0,0,0,0,0,No_Failure
430,H47429,H,299.89,310.88,1654,46.1,247.9,0,0,0,0,0,0,No_Failure
431,H47430,H,298.21,308.68,1141,49.85,7.2,0,0,0,0,0,0,No_Failure
432,M47431,M,297.71,308.97,1260,51.35,38.7,0,0,0,0,0,0,No_Failure
433,M47432,M,302.07,312.33,1325,37.59,59.5,0,0,0,0,0,0,No_Failure
434,H47433,H,298.89,308.66,1635,44.39,186.4,0,0,0,0,0,0,No_Failure
435,L47434,L,295.17,306.05,1365,42.09,247.5,0,0,0,0,0,0,No_Failure
436,L47435,L,303.53,314.44,1572,25.27,102.8,0,0,0,0,0,0,No_Failure
437,L47436,L,298.4,307.87,1467,47.45,147.6,0,0,0,0,0,0,No_Failure
438,M47437,M,299.51,309.89,1513,53.9,22.4,0,0,0,0,0,0,No_Failure
439,M47438,M,303.28,312.99,1589,46.89,159.2,0,0,0,0,0,0,No_Failure
440,M47439,M,299.72,307.71,1549,34.97,227.7,1,0,0,0,0,1,TWF
441,H47440,H,299.67,310.11,1497,47.4,166.8,0,0,0,0,0,0,No_Failure
442,L47441,L,297.54,306.25,1559,52.98,165.3,0,0,0,0,0,0,No_Failure
443,M47442,M,296.73,307.06,1539,51.66,123.3,0,0,0,0,0,0,No_Failure
444,L47443,L,299.67,308.13,1462,50.27,113.8,0,0,0,0,0,0,No_Failure
445,L47444,L,300.73,310.01,1422,24.08,93.6,0,0,0,0,0,0,No_Failure
446,M47445,M,300.61,310.18,1838,43.98,207.5,0,0,0,0,0,0,No_Failure
447,H47446,H,299.04,310.24,1420,46.46,163.1,0,0,0,0,0,0,No_Failure
448,M47447,M,300.04,309.51,1746,50.39,75.8,0,0,0,0,0,0,No_Failure
449,L47448,L,296.33,305.25,1377,45.16,131.0,0,0,0,0,0,0,No_Failure
450,M47449,M,300.92,311.28,1646,55.52,29.3,0,0,1,0,0,1,PWF
451,L47450,L,300.32,310.11,1821,21.72,11.6,0,0,0,0,0,0,No_Failure
452,H47451,H,303.95,314.74,1439,45.58,34.5,0,0,0,0,0,0,No_Failure
453,M47452,M,300.01,309.0,1380,44.79,219.5,0,0,0,0,0,0,No_Failure
454,L47453,L,298.11,308.33,1423,49.03,65.1,0,0,0,0,0,0,No_Failure
455,L47454,L,299.9,312.37,1497,55.42,243.7,0,0,0,0,0,0,No_Failure
456,L47455,L,299.34,309.11,1558,31.12,85.6,0,0,0,0,0,0,No_Failure
457,H47456,H,300.87,311.06,1493,55.09,103.7,0,0,0,0,0,0,No_Failure
458,L47457,L,300.05,308.39,1424,48.15,205.4,0,0,0,0,0,0,No_Failure
459,M47458,M,297.48,306.63,1852,38.13,56.7,0,0,0,0,0,0,No_Failure
460,M47459,M,296.73,307.19,1464,30.91,230.1,0,0,0,0,0,0,No_Failure
461,M47460,M,300.53,310.2,1388,41.96,165.3,0,0,0,0,0,0,No_Failure
462,L47461,L,302.77,313.38,1649,42.86,15.7,0,0,0,0,0,0,No_Failure
463,H47462,H,300.16,310.58,1652,43.41,242.0,1,0,0,0,0,1,TWF
464,L47463,L,301.63,310.31,1754,33.73,72.7,0,0,0,0,0,0,No_Failure
465,M47464,M,302.03,313.04,1847,46.09,58.7,0,0,0,0,0,0,No_Failure
466,M47465,M,300.53,309.29,1562,35.94,227.3,0,0,0,0,0,0,No_Failure
467,M47466,M,298.37,307.61,1448,52.17,82.3,0,0,0,0,0,0,No_Failure
468,H47467,H,300.39,310.62,1158,57.1,182.8,0,0,0,0,0,0,No_Failure
469,L47468,L,302.41,313.98,1331,31.87,8.6,0,0,0,0,0,0,No_Failure
470,M47469,M,301.06,310.06,1538,40.6,233.0,0,0,0,0,0,0,No_Failure
471,L47470,L,301.5,311.64,1287,49.72,103.5,0,0,0,0,0,0,No_Failure
472,L47471,L,299.07,309.23,1215,42.76,45.2,0,0,0,0,0,0,No_Failure
473,L47472,L,299.6,310.25,1512,26.47,248.3,0,0,0,0,0,0,No_Failure
474,L47473,L,299.76,310.95,1640,48.65,187.7,0,0,0,0,0,0,No_Failure
475,L47474,L,299.9,309.49,1456,33.94,200.7,0,0,0,0,0,0,No_Failure
476,L47475,L,302.34,313.35,1661,42.0,126.7,0,0,0,0,0,0,No_Failure
477,L47476,L,295.31,306.64,1611,30.06,174.2,0,0,0,0,0,0,No_Failure
478,M47477,M,300.06,311.85,1707,47.95,73.6,0,0,0,0,0,0,No_Failure
479,M47478,M,299.84,310.34,1891,35.79,131.1,0,0,0,0,0,0,No_Failure
480,L47479,L,297.26,307.41,1971,49.0,96.3,0,0,1,0,0,1,PWF
481,L47480,L,301.34,310.87,1632,37.85,107.6,0,0,0,0,0,0,No_Failure
482,L47481,L,298.55,307.09,1417,35.19,1.1,0,0,0,0,0,0,No_Failure
483,M47482,M,299.29,309.01,1511,44.12,205.1,0,0,0,0,0,0,No_Failure
484,L47483,L,303.7,313.81,1783,29.26,55.1,0,0,1,0,0,1,PWF
485,L47484,L,302.02,311.91,1339,57.98,119.8,0,0,0,0,0,0,No_Failure
486,L47485,L,301.15,311.75,1761,41.86,166.7,0,0,0,0,0,0,No_Failure
487,L47486,L,300.76,309.31,1469,34.34,8.7,0,0,0,0,0,0,No_Failure
488,L47487,L,299.67,309.49,1541,36.01,86.6,0,0,0,0,0,0,No_Failure
489,M47488,M,304.0,315.99,1355,40.18,66.7,0,0,0,0,0,0,No_Failure
490,M47489,M,301.6,312.6,1262,49.96,33.6,0,0,0,0,0,0,No_Failure
491,M47490,M,298.5,309.12,1450,31.05,205.8,0,0,0,0,0,0,No_Failure
492,M47491,M,297.2,307.59,1735,36.31,137.0,0,0,0,0,0,0,No_Failure
493,M47492,M,301.13,310.77,1374,39.5,115.4,0,0,0,0,0,0,No_Failure
494,L47493,L,299.89,308.13,1790,55.42,33.5,0,0,0,0,0,0,No_Failure
495,M47494,M,297.14,307.6,1397,49.99,130.1,0,0,0,0,0,0,No_Failure
496,M47495,M,300.86,308.41,1308,55.9,67.7,0,0,0,0,0,0,No_Failure
497,L47496,L,299.46,309.14,1546,40.31,32.0,0,0,0,0,0,0,No_Failure
498,M47497,M,301.06,311.06,1622,54.33,133.3,0,0,0,0,0,0,No_Failure
499,L47498,L,300.88,310.44,1534,52.67,172.5,0,0,0,0,0,0,No_Failure
500,M47499,M,298.78,310.95,1527,46.97,14.4,0,0,0,0,0,0,No_Failure
501,M47500,M,301.27,313.09,1789,47.77,14.2,0,0,0,0,0,0,No_Failure
502,H47501,H,299.0,310.04,1517,34.05,186.9,0,0,0,0,0,0,No_Failure
503,H47502,H,299.13,308.21,1415,58.28,52.3,0,0,0,0,0,0,No_Failure
504,M47503,M,298.94,310.86,1296,37.55,38.9,0,0,0,0,0,0,No_Failure
505,M47504,M,302.26,312.88,1729,45.6,243.4,0,0,0,0,0,0,No_Failure
506,M47505,M,299.44,308.5,1423,46.77,45.5,0,0,0,0,0,0,No_Failure
507,L47506,L,302.74,312.78,1441,26.29,173.2,0,0,0,0,0,0,No_Failure
508,H47507,H,303.57,314.53,1689,39.49,206.2,1,0,0,0,0,1,TWF
509,L47508,L,298.52,307.92,1870,42.03,83.2,0,0,0,0,0,0,No_Failure
510,L47509,L,294.16,304.3,1545,38.87,117.2,0,0,0,0,0,0,No_Failure
511,L47510,L,302.09,312.41,1475,39.61,140.2,0,0,0,0,0,0,No_Failure
512,H47511,H,299.32,308.22,1499,54.93,50.7,0,0,0,0,0,0,No_Failure
513,L47512,L,298.27,308.0,1418,31.73,74.9,0,0,0,0,0,0,No_Failure
514,L47513,L,298.82,307.8,1436,27.31,243.7,0,0,0,0,0,0,No_Failure
515,L47514,L,299.17,310.04,1437,34.14,69.2,0,0,0,0,0,0,No_Failure
516,L47515,L,302.59,311.69,1664,47.44,205.5,0,0,0,0,0,0,No_Failure
517,L47516,L,300.32,310.61,1484,48.42,135.4,0,0,1,0,0,1,PWF
518,M47517,M,302.57,311.18,1745,46.06,163.4,0,0,0,0,0,0,No_Failure
519,L47518,L,300.99,309.86,1479,49.12,115.7,0,0,0,0,0,0,No_Failure
520,H47519,H,299.38,308.2,1434,42.56,148.8,0,0,0,0,0,0,No_Failure
521,H47520,H,299.22,308.93,1730,34.82,136.6,0,0,0,0,0,0,No_Failure
522,L47521,L,301.12,311.3,1504,30.55,121.9,0,0,0,0,0,0,No_Failure
523,L47522,L,301.64,312.01,1477,27.38,203.1,0,0,0,0,0,0,No_Failure
524,M47523,M,301.99,310.22,1506,37.73,222.7,1,0,0,0,0,1,TWF
525,L47524,L,299.48,309.31,1764,47.88,64.7,0,0,0,0,0,0,No_Failure
526,L47525,L,300.35,309.6,1555,42.37,34.4,0,0,0,0,0,0,No_Failure
527,H47526,H,301.17,311.7,1725,40.23,205.2,0,0,0,0,0,0,No_Failure
528,H47527,H,299.23,308.96,1458,29.45,53.6,0,0,0,0,0,0,No_Failure
529,M47528,M,297.73,307.65,1696,65.79,219.2,0,1,0,1,0,1,HDF
530,L47529,L,298.39,307.64,1543,31.75,26.0,0,0,0,0,0,0,No_Failure
531,M47530,M,299.52,311.24,1659,41.21,23.0,0,0,0,0,0,0,No_Failure
532,M47531,M,301.32,310.04,1674,50.03,46.0,0,0,0,0,0,0,No_Failure
533,L47532,L,302.52,312.12,1331,40.42,3.0,0,0,0,0,0,0,No_Failure
534,M47533,M,297.29,307.4,1513,31.93,189.2,0,0,0,0,0,0,No_Failure
535,L47534,L,298.81,308.55,1672,48.09,100.5,0,0,0,0,0,0,No_Failure
536,L47535,L,299.28,308.52,1701,26.6,239.2,0,0,0,0,0,0,No_Failure
537,M47536,M,301.59,309.78,1726,57.42,92.4,0,0,0,0,0,0,No_Failure
538,L47537,L,298.94,308.25,1519,42.82,177.9,0,0,0,0,0,0,No_Failure
539,L47538,L,299.14,308.18,1777,37.47,172.8,0,0,0,0,0,0,No_Failure
540,H47539,H,297.18,308.86,1382,25.84,82.2,0,0,0,0,0,0,No_Failure
541,H47540,H,300.97,313.23,1231,28.48,225.8,0,0,0,0,0,0,No_Failure
542,M47541,M,299.68,309.63,1450,39.48,100.7,0,0,0,0,0,0,No_Failure
543,H47542,H,298.69,307.29,1715,58.93,139.5,0,0,0,0,0,0,No_Failure
544,H47543,H,299.48,310.22,1304,42.33,100.7,0,0,0,0,0,0,No_Failure
545,L47544,L,302.25,311.27,1235,43.47,110.1,0,0,0,0,0,0,No_Failure
546,L47545,L,297.99,307.44,1190,43.86,13.8,0,0,0,0,0,0,No_Failure
547,L47546,L,298.32,307.69,1632,63.64,78.5,0,0,0,0,0,0,No_Failure
548,L47547,L,302.5,312.0,1239,35.59,239.9,1,0,0,0,0,1,TWF
549,M47548,M,300.15,309.8,1599,55.65,210.4,0,0,0,0,0,0,No_Failure
550,L47549,L,301.34,310.03,1441,36.01,222.7,0,0,0,0,0,0,No_Failure
551,L47550,L,300.8,310.1,1361,32.96,180.3,0,0,0,0,0,0,No_Failure
552,L47551,L,299.93,310.95,1320,39.2,165.3,0,0,0,0,0,0,No_Failure
553,L47552,L,299.3,309.27,1537,39.15,227.3,0,0,0,0,0,0,No_Failure
554,H47553,H,301.66,311.79,1364,45.62,136.1,0,0,0,0,0,0,No_Failure
555,L47554,L,302.32,310.09,1499,16.76,231.7,0,0,0,0,0,0,No_Failure
556,L47555,L,302.17,313.12,1572,41.48,105.0,0,0,0,0,0,0,No_Failure
557,L47556,L,297.63,306.94,1610,34.01,151.2,0,0,0,0,0,0,No_Failure
558,L47557,L,302.61,313.73,1668,32.76,119.3,0,0,0,0,0,0,No_Failure
559,M47558,M,299.28,309.44,1530,27.04,4.8,0,0,0,0,0,0,No_Failure
560,L47559,L,298.49,307.93,1311,36.35,50.3,0,0,0,0,0,0,No_Failure
561,L47560,L,299.66,307.98,1584,34.83,234.7,0,0,0,0,0,0,No_Failure
562,L47561,L,301.66,313.84,1618,35.73,151.3,0,0,0,0,0,0,No_Failure
563,H47562,H,301.08,311.88,1467,23.61,11.8,0,0,0,0,0,0,No_Failure
564,M47563,M,299.49,310.35,1448,40.98,244.7,0,0,0,0,0,0,No_Failure
565,M47564,M,301.68,313.49,1946,32.08,234.8,0,0,0,0,0,0,No_Failure
566,M47565,M,300.28,310.5,1267,23.65,180.1,0,0,0,0,0,0,No_Failure
567,M47566,M,298.85,310.21,1589,34.52,71.6,0,0,0,0,0,0,No_Failure
568,L47567,L,298.58,308.11,1688,32.26,74.6,0,0,0,0,0,0,No_Failure
569,L47568,L,300.82,311.56,1439,40.41,218.9,0,0,0,0,0,0,No_Failure
570,M47569,M,299.83,309.2,1470,34.38,15.3,0,0,0,0,0,0,No_Failure
571,L47570,L,297.25,306.75,1428,25.5,60.1,0,0,0,0,0,0,No_Failure
572,H47571,H,301.69,311.79,1500,31.12,42.1,0,0,0,0,0,0,No_Failure
573,L47572,L,299.04,307.77,1662,22.73,181.2,0,0,0,0,0,0,No_Failure
574,M47573,M,303.18,313.51,1464,51.37,96.6,0,0,0,0,0,0,No_Failure
575,H47574,H,297.19,306.88,2060,52.98,231.7,0,0,1,0,0,1,PWF
576,M47575,M,299.64,307.65,1419,54.19,203.1,0,0,0,0,0,0,No_Failure
577,H47576,H,298.6,308.14,1748,34.1,249.1,0,0,0,0,0,0,No_Failure
578,M47577,M,298.05,307.7,1598,52.97,75.6,0,0,0,0,0,0,No_Failure
579,H47578,H,299.03,309.88,1520,44.07,120.2,0,0,0,0,0,0,No_Failure
580,L47579,L,303.54,313.83,1765,31.78,166.9,0,0,0,0,0,0,No_Failure
581,L47580,L,300.29,311.73,1212,33.71,246.6,0,0,0,0,0,0,No_Failure
582,M47581,M,298.42,308.94,1577,38.28,87.2,0,0,0,0,0,0,No_Failure
583,L47582,L,296.34,305.79,1371,41.02,82.7,0,0,0,0,0,0,No_Failure
584,L47583,L,296.56,306.5,1422,43.63,158.6,0,0,0,0,0,0,No_Failure
585,H47584,H,298.93,308.58,1413,39.98,168.3,0,0,0,0,0,0,No_Failure
586,M47585,M,298.73,309.22,1327,36.51,47.8,0,0,0,0,0,0,No_Failure
587,L47586,L,299.55,309.61,1203,53.52,115.0,0,0,0,0,0,0,No_Failure
588,L47587,L,295.46,304.83,1570,38.86,95.5,0,0,0,0,0,0,No_Failure
589,L47588,L,299.82,309.83,1488,38.29,106.5,0,0,0,0,0,0,No_Failure
590,L47589,L,302.06,312.52,1446,37.83,35.5,0,0,0,0,0,0,No_Failure
591,H47590,H,303.25,312.24,1637,38.87,164.0,0,0,0,0,0,0,No_Failure
592,L47591,L,296.21,306.53,1581,26.38,47.4,0,0,0,0,0,0,No_Failure
593,L47592,L,298.4,306.82,1452,29.97,6.4,0,0,0,0,0,0,No_Failure
594,M47593,M,298.29,309.4,2049,64.46,125.5,0,0,0,0,0,0,No_Failure
595,L47594,L,300.29,310.82,1683,23.5,9.8,0,0,0,0,0,0,No_Failure
596,L47595,L,297.56,309.19,1940,42.72,168.5,0,0,0,0,0,0,No_Failure
597,M47596,M,303.36,312.25,1425,43.43,150.4,0,0,0,0,0,0,No_Failure
598,M47597,M,300.09,311.22,1545,50.13,143.4,0,0,0,0,0,0,No_Failure
599,H47598,H,299.75,310.69,1277,43.67,24.1,0,0,0,0,0,0,No_Failure
600,M47599,M,303.19,313.0,1441,58.91,31.3,0,0,0,0,0,0,No_Failure
601,L47600,L,299.97,309.59,1395,42.4,168.3,0,0,0,0,0,0,No_Failure
602,M47601,M,300.8,309.72,2039,53.48,8.1,0,0,0,0,0,0,No_Failure
603,H47602,H,298.5,307.15,1375,50.4,29.3,0,0,0,0,0,0,No_Failure
604,M47603,M,297.26,306.51,1458,55.42,193.2,0,0,0,0,0,0,No_Failure
605,H47604,H,298.78,307.52,1238,40.25,42.2,0,0,0,0,0,0,No_Failure
606,M47605,M,304.37,315.97,1596,43.98,125.4,0,0,0,0,0,0,No_Failure
607,H47606,H,301.27,309.76,1338,36.31,24.9,0,0,0,0,0,0,No_Failure
608,L47607,L,300.55,310.7,1665,41.6,59.5,0,0,0,0,0,0,No_Failure
609,M47608,M,298.05,308.48,1178,42.15,222.5,1,0,0,0,0,1,TWF
610,L47609,L,301.82,312.18,1478,19.23,190.6,0,0,1,0,0,1,PWF
611,M47610,M,297.28,307.73,1168,38.57,47.7,0,0,0,0,0,0,No_Failure
612,M47611,M,296.87,307.81,1412,48.9,54.3,0,0,0,0,0,0,No_Failure
613,H47612,H,298.88,308.44,1448,26.5,119.9,0,0,0,0,0,0,No_Failure
614,H47613,H,303.91,314.0,1392,30.14,160.0,0,0,0,0,0,0,No_Failure
615,L47614,L,303.8,313.5,1410,51.56,147.3,0,0,0,0,0,0,No_Failure
616,M47615,M,299.1,310.4,1675,53.43,72.0,0,0,1,0,0,1,PWF
617,M47616,M,298.65,310.75,1891,33.79,239.5,0,0,0,0,0,0,No_Failure
618,L47617,L,296.72,305.53,1561,41.74,211.3,0,0,0,0,0,0,No_Failure
